,ClustID,seqCount,avgLen,lenVariance,species,fraser,canaan,balsam,centroid
1,OG0000000_0,58,312,0,BCF,0.413793103448276,0.258620689655172,0.327586206896552,BalsamFir40563
2,OG0000000_1,11,312,0,BCF,0.363636363636364,0.272727272727273,0.363636363636364,BalsamFir40579
3,OG0000000_2,5,312,0,BCF,0.4,0.4,0.2,BalsamFir48958
4,OG0000000_3,10,312,0,BCF,0.3,0.4,0.3,BalsamFir49234
5,OG0000000_4,11,312,0,BCF,0.545454545454545,0.272727272727273,0.181818181818182,BalsamFir52599
6,OG0000000_5,4,312,0,BCF,0.5,0.25,0.25,BalsamFir59120
7,OG0000001_0,14,313.5,23.192307692307693,BCF,0.714285714285714,0.142857142857143,0.142857142857143,FraserFir192878
8,OG0000001_1,5,313.2,7.2,BCF,0.2,0.4,0.4,CF170_TRINITY_DN126677_c0_g1_i3
9,OG0000001_2,3,312,0,BF,0.666666666666667,0,0.333333333333333,BalsamFir44068
10,OG0000001_3,7,312,0,BCF,0.142857142857143,0.285714285714286,0.571428571428571,BalsamFir59244
11,OG0000001_4,6,312,0,BCF,0.333333333333333,0.166666666666667,0.5,BalsamFir62911
12,OG0000002_1,8,411,0,BCF,0.125,0.5,0.375,BalsamFir51427
13,OG0000002_10,4,411,0,CF,0.75,0.25,0,CF178_TRINITY_DN83327_c0_g1_i2
14,OG0000002_2,19,411,0,BCF,0.315789473684211,0.315789473684211,0.368421052631579,BalsamFir52187
15,OG0000002_5,7,404.142857142857,140.14285714285714,BF,0.714285714285714,0,0.285714285714286,BalsamFir59163
16,OG0000003_0,53,627,0,BCF,0.339622641509434,0.471698113207547,0.188679245283019,BalsamFir11025
17,OG0000004_0,9,548,15.75,BCF,0.444444444444444,0.333333333333333,0.222222222222222,FraserFir53857
18,OG0000004_1,14,546,0,BCF,0.428571428571429,0.214285714285714,0.357142857142857,BalsamFir10120
19,OG0000004_2,8,546,0,BCF,0.25,0.5,0.25,BalsamFir23088
20,OG0000004_3,12,546,0,BCF,0.666666666666667,0.166666666666667,0.166666666666667,BalsamFir31433
21,OG0000005_0,45,453,0,BCF,0.311111111111111,0.511111111111111,0.177777777777778,BalsamFir10543
22,OG0000006_1,29,1269.93103448276,1888.1379310344828,BCF,0.448275862068966,0.344827586206897,0.206896551724138,BalsamFir12449
23,OG0000007_0,41,408,0,BCF,0.341463414634146,0.414634146341463,0.24390243902439,BalsamFir27415
24,OG0000008_0,39,410.307692307692,1.639676113360324,BCF,0.256410256410256,0.538461538461538,0.205128205128205,BalsamFir10522
25,OG0000009_0,38,570,0,BCF,0.552631578947368,0.263157894736842,0.184210526315789,BalsamFir17033
26,OG0000012_0,37,387,0,BCF,0.189189189189189,0.594594594594595,0.216216216216216,BalsamFir15516
27,OG0000013_17,2,346.5,2380.5,CF,0.5,0.5,0,FraserFir173605
28,OG0000013_2,4,618,254718,CF,0.75,0.25,0,FraserFir55459
29,OG0000015_0,2,1149,882,BF,0.5,0,0.5,BalsamFir18164
30,OG0000015_1,4,768,37482,BCF,0.25,0.5,0.25,BalsamFir39142
31,OG0000015_10,4,421.5,7827.0,BCF,0.25,0.5,0.25,CF160_TRINITY_DN85142_c0_g2_i1
32,OG0000015_12,2,429,1152,CF,0.5,0.5,0,FraserFir153092
33,OG0000015_2,4,817.5,91599.0,BCF,0.25,0.25,0.5,BalsamFir39459
34,OG0000015_7,2,510,38088,CF,0.5,0.5,0,FraserFir120067
35,OG0000015_9,3,407,23799,CF,0.333333333333333,0.666666666666667,0,FraserFir113233
36,OG0000016_14,2,430.5,2812.5,BF,0.5,0,0.5,FraserFir114086
37,OG0000016_15,2,459,162,CF,0.5,0.5,0,FraserFir116427
38,OG0000017_0,35,372,0,BCF,0.342857142857143,0.542857142857143,0.114285714285714,BalsamFir27139
39,OG0000018_0,15,314.6,88.54285714285714,BCF,0.2,0.466666666666667,0.333333333333333,BalsamFir63535
40,OG0000018_3,5,313.2,115.19999999999999,BF,0.4,0,0.6,BalsamFir69747
41,OG0000018_4,4,321,0,BCF,0.5,0.25,0.25,BalsamFir82236
42,OG0000018_7,2,319.5,4.5,BF,0.5,0,0.5,FraserFir140151
43,OG0000019_0,34,318,0,BCF,0.235294117647059,0.647058823529412,0.117647058823529,BalsamFir1939
44,OG0000020_0,34,759,0,BCF,0.441176470588235,0.323529411764706,0.235294117647059,BalsamFir25533
45,OG0000023_0,33,1527,0,BCF,0.424242424242424,0.393939393939394,0.181818181818182,BalsamFir10
46,OG0000024_3,9,806.333333333333,54382.0,CF,0.111111111111111,0.888888888888889,0,CF191_TRINITY_DN109750_c1_g2_i17
47,OG0000024_4,3,918,28539,CF,0.666666666666667,0.333333333333333,0,FraserFir83225
48,OG0000024_6,3,864,17019,CF,0.666666666666667,0.333333333333333,0,FraserFir80213
49,OG0000024_8,4,612.75,15752.25,BCF,0.5,0.25,0.25,BalsamFir48973
50,OG0000025_0,5,484.8,13889.7,BCF,0.4,0.4,0.2,BalsamFir53210
51,OG0000025_1,4,436.5,12345.0,BCF,0.25,0.5,0.25,BalsamFir63327
52,OG0000025_2,3,423,15075,CF,0.333333333333333,0.666666666666667,0,FraserFir112456
53,OG0000026_0,32,2379,0,BCF,0.375,0.53125,0.09375,BalsamFir324
54,OG0000027_0,32,494.34375,57.91028225806452,BCF,0.4375,0.34375,0.21875,BalsamFir31054
55,OG0000028_0,14,1255.92857142857,286560.84065934067,BCF,0.142857142857143,0.785714285714286,0.0714285714285714,BalsamFir7617
56,OG0000028_1,3,1442,403473,CF,0.666666666666667,0.333333333333333,0,FraserFir28001
57,OG0000028_2,3,1746,278676,BCF,0.333333333333333,0.333333333333333,0.333333333333333,FraserFir24116
58,OG0000028_5,4,987,134052,CF,0.25,0.75,0,FraserFir57260
59,OG0000028_6,3,942,102141,CF,0.333333333333333,0.666666666666667,0,FraserFir14567
60,OG0000029_1,7,693.857142857143,26411.142857142855,CF,0.142857142857143,0.857142857142857,0,CF190_TRINITY_DN120897_c0_g2_i7
61,OG0000029_5,5,532.2,32749.2,CF,0.4,0.6,0,FraserFir31053
62,OG0000030_11,2,385.5,3784.5,CF,0.5,0.5,0,FraserFir159056
63,OG0000030_3,2,504,19602,CF,0.5,0.5,0,FraserFir125943
64,OG0000030_5,3,425,11856,CF,0.333333333333333,0.666666666666667,0,FraserFir137976
65,OG0000030_6,2,442.5,6160.5,CF,0.5,0.5,0,FraserFir138174
66,OG0000030_7,2,409.5,6160.5,CF,0.5,0.5,0,FraserFir134654
67,OG0000030_8,3,409,6321,CF,0.666666666666667,0.333333333333333,0,FraserFir68344
68,OG0000031_0,7,1156.71428571429,58637.57142857143,BCF,0.571428571428571,0.285714285714286,0.142857142857143,CF169_TRINITY_DN74879_c0_g1_i3
69,OG0000031_1,7,1193.14285714286,84074.14285714286,BF,0.857142857142857,0,0.142857142857143,FraserFir35726
70,OG0000031_3,5,763.8,249505.2,BF,0.4,0,0.6,FraserFir38191
71,OG0000031_6,4,1236,0,CF,0.5,0.5,0,CF153_TRINITY_DN113385_c0_g2_i1
72,OG0000032_0,30,357,0,BCF,0.3,0.466666666666667,0.233333333333333,BalsamFir20695
73,OG0000033_0,30,341.5,38.53448275862069,BCF,0.533333333333333,0.266666666666667,0.2,BalsamFir39119
74,OG0000034_0,30,299.9,0.30000000000000004,BCF,0.5,0.333333333333333,0.166666666666667,BalsamFir23747
75,OG0000035_0,29,657,0,BCF,0.379310344827586,0.379310344827586,0.241379310344828,BalsamFir13095
76,OG0000037_0,29,372,0,BCF,0.275862068965517,0.517241379310345,0.206896551724138,BalsamFir19125
77,OG0000038_0,29,414,0,BCF,0.586206896551724,0.310344827586207,0.103448275862069,BalsamFir19731
78,OG0000039_5,4,1130.25,7094.25,CF,0.75,0.25,0,FraserFir54030
79,OG0000039_9,2,1177.5,9112.5,BF,0.5,0,0.5,FraserFir60805
80,OG0000040_0,28,1227,0,BCF,0.428571428571429,0.392857142857143,0.178571428571429,BalsamFir1469
81,OG0000041_0,28,1449,0,BCF,0.214285714285714,0.607142857142857,0.178571428571429,BalsamFir11336
82,OG0000042_0,28,861.428571428571,5.142857142857143,BCF,0.5,0.321428571428571,0.178571428571429,FraserFir30570
83,OG0000043_0,28,423,0,BCF,0.392857142857143,0.357142857142857,0.25,BalsamFir15494
84,OG0000044_10,2,421.5,22684.5,BF,0.5,0,0.5,BalsamFir69407
85,OG0000045_0,28,450,0,BCF,0.392857142857143,0.5,0.107142857142857,BalsamFir20419
86,OG0000046_12,2,609,101250,CF,0.5,0.5,0,CF196_TRINITY_DN126793_c1_g1_i1
87,OG0000047_0,13,411,0,BCF,0.538461538461538,0.307692307692308,0.153846153846154,BalsamFir36869
88,OG0000047_1,9,411,0,BCF,0.444444444444444,0.222222222222222,0.333333333333333,BalsamFir38696
89,OG0000047_2,6,411,0,BCF,0.5,0.166666666666667,0.333333333333333,BalsamFir40193
90,OG0000049_3,6,369,4510.8,CF,0.166666666666667,0.833333333333333,0,CF143_TRINITY_DN127432_c0_g1_i1
91,OG0000050_0,27,306,0,BCF,0.222222222222222,0.592592592592593,0.185185185185185,BalsamFir1196
92,OG0000051_0,27,441.555555555556,1183.871794871795,BCF,0.185185185185185,0.592592592592593,0.222222222222222,FraserFir46851
93,OG0000052_0,27,693.444444444444,5.333333333333334,BCF,0.37037037037037,0.37037037037037,0.259259259259259,BalsamFir27731
94,OG0000053_0,27,699.333333333333,445.3846153846154,BCF,0.37037037037037,0.37037037037037,0.259259259259259,BalsamFir22225
95,OG0000054_5,4,442.5,6195.0,BF,0.5,0,0.5,BalsamFir63669
96,OG0000055_0,2,645,0,BF,0.5,0,0.5,BalsamFir48769
97,OG0000055_1,3,645,0,CF,0.333333333333333,0.666666666666667,0,CF151_TRINITY_DN108115_c1_g2_i4
98,OG0000055_14,2,319.5,112.5,CF,0.5,0.5,0,FraserFir195283
99,OG0000055_7,2,478.5,4.5,BF,0.5,0,0.5,BalsamFir73082
100,OG0000055_8,2,403.5,7564.5,BF,0.5,0,0.5,BalsamFir71591
101,OG0000056_0,26,312,0,BCF,0.5,0.346153846153846,0.153846153846154,BalsamFir16322
102,OG0000059_7,3,525,44019,CF,0.666666666666667,0.333333333333333,0,FraserFir100937
103,OG0000059_8,2,522,36450,CF,0.5,0.5,0,FraserFir118985
104,OG0000060_3,3,702,75411,CF,0.666666666666667,0.333333333333333,0,FraserFir69448
105,OG0000060_8,2,379.5,13612.5,CF,0.5,0.5,0,CF170_TRINITY_DN4823_c0_g1_i1
106,OG0000061_1,2,451.5,37264.5,BF,0.5,0,0.5,BalsamFir63221
107,OG0000061_11,2,346.5,3280.5,CF,0.5,0.5,0,CF174_TRINITY_DN170281_c0_g1_i1
108,OG0000061_2,2,469.5,16744.5,CF,0.5,0.5,0,FraserFir131882
109,OG0000062_0,4,676.5,71871.0,BCF,0.5,0.25,0.25,CF160_TRINITY_DN101703_c0_g2_i1
110,OG0000063_0,14,1249.07142857143,255398.68681318683,BCF,0.285714285714286,0.642857142857143,0.0714285714285714,BalsamFir7466
111,OG0000063_1,5,1421.4,207393.3,CF,0.4,0.6,0,FraserFir30074
112,OG0000064_0,25,1329,0,BCF,0.32,0.56,0.12,BalsamFir10362
113,OG0000065_0,25,310.32,61.559999999999995,BCF,0.24,0.44,0.32,BalsamFir26546
114,OG0000066_0,25,410.52,2.76,BCF,0.56,0.32,0.12,BalsamFir28284
115,OG0000067_1,16,614.25,90.6,BF,0.875,0,0.125,FraserFir61838
116,OG0000068_0,9,747,109032.75,CF,0.888888888888889,0.111111111111111,0,FraserFir47326
117,OG0000068_1,3,595,62796,CF,0.333333333333333,0.666666666666667,0,FraserFir97018
