,ClustID,seqCount,avgLen,lenVariance,species,fraser,canaan,balsam,centroid
1,OG0000000_0,73,312,0,BCF,0.397260273972603,0.287671232876712,0.315068493150685,BalsamFir40563
2,OG0000000_1,11,312,0,BCF,0.363636363636364,0.272727272727273,0.363636363636364,BalsamFir40579
3,OG0000000_2,11,312,0,BCF,0.545454545454545,0.272727272727273,0.181818181818182,BalsamFir52599
4,OG0000000_3,5,312,0,BCF,0.6,0.2,0.2,BalsamFir59120
5,OG0000001_0,41,312.512195121951,8.05609756097561,BCF,0.658536585365854,0.170731707317073,0.170731707317073,FraserFir192878
6,OG0000001_1,15,312.4,2.4,BCF,0.133333333333333,0.4,0.466666666666667,CF170_TRINITY_DN126677_c0_g1_i3
7,OG0000002_0,5,411,0,BCF,0.6,0.2,0.2,BalsamFir48710
8,OG0000002_1,34,410.382352941176,12.970588235294118,BCF,0.382352941176471,0.323529411764706,0.294117647058824,BalsamFir51427
9,OG0000002_2,6,411,0,BCF,0.166666666666667,0.333333333333333,0.5,BalsamFir58274
10,OG0000002_7,2,397.5,364.5,BF,0.5,0,0.5,FraserFir87836
11,OG0000003_0,53,627,0,BCF,0.339622641509434,0.471698113207547,0.188679245283019,BalsamFir11025
12,OG0000004_0,29,546.620689655172,5.386699507389163,BCF,0.482758620689655,0.310344827586207,0.206896551724138,FraserFir53857
13,OG0000004_1,14,546,0,BCF,0.428571428571429,0.214285714285714,0.357142857142857,BalsamFir10120
14,OG0000004_2,4,546,0,BF,0.5,0,0.5,BalsamFir32619
15,OG0000005_0,45,453,0,BCF,0.311111111111111,0.511111111111111,0.177777777777778,BalsamFir10543
16,OG0000006_1,33,1255.18181818182,3304.090909090909,BCF,0.515151515151515,0.303030303030303,0.181818181818182,BalsamFir12449
17,OG0000007_0,41,408,0,BCF,0.341463414634146,0.414634146341463,0.24390243902439,BalsamFir27415
18,OG0000008_0,39,410.307692307692,1.639676113360324,BCF,0.256410256410256,0.538461538461538,0.205128205128205,BalsamFir10522
19,OG0000009_0,38,570,0,BCF,0.552631578947368,0.263157894736842,0.184210526315789,BalsamFir17033
20,OG0000012_0,37,387,0,BCF,0.189189189189189,0.594594594594595,0.216216216216216,BalsamFir15516
21,OG0000013_17,2,346.5,2380.5,CF,0.5,0.5,0,FraserFir173605
22,OG0000013_2,4,618,254718,CF,0.75,0.25,0,FraserFir55459
23,OG0000015_0,2,1149,882,BF,0.5,0,0.5,BalsamFir18164
24,OG0000015_1,11,609.545454545455,33758.67272727273,BCF,0.181818181818182,0.727272727272727,0.0909090909090909,BalsamFir39142
25,OG0000015_2,4,817.5,91599.0,BCF,0.25,0.25,0.5,BalsamFir39459
26,OG0000015_6,5,442.2,15757.2,CF,0.2,0.8,0,FraserFir120067
27,OG0000015_7,4,421.5,7827.0,BCF,0.25,0.5,0.25,CF160_TRINITY_DN85142_c0_g2_i1
28,OG0000016_11,3,443,1875,BF,0.666666666666667,0,0.333333333333333,FraserFir114086
29,OG0000016_2,7,472.285714285714,101.57142857142857,BF,0.285714285714286,0,0.714285714285714,BalsamFir66376
30,OG0000016_8,3,462,117,CF,0.666666666666667,0.333333333333333,0,FraserFir120448
31,OG0000017_0,35,372,0,BCF,0.342857142857143,0.542857142857143,0.114285714285714,BalsamFir27139
32,OG0000018_0,25,316.32,72.81,BCF,0.16,0.44,0.4,BalsamFir63535
33,OG0000018_1,5,313.2,115.19999999999999,BF,0.4,0,0.6,BalsamFir69747
34,OG0000018_2,4,320.25,2.25,BF,0.75,0,0.25,FraserFir140151
35,OG0000019_0,34,318,0,BCF,0.235294117647059,0.647058823529412,0.117647058823529,BalsamFir1939
36,OG0000020_0,34,759,0,BCF,0.441176470588235,0.323529411764706,0.235294117647059,BalsamFir25533
37,OG0000023_0,33,1527,0,BCF,0.424242424242424,0.393939393939394,0.181818181818182,BalsamFir10
38,OG0000024_0,11,1060.36363636364,23042.454545454544,CF,0.545454545454545,0.454545454545455,0,CF147_TRINITY_DN147253_c0_g1_i2
39,OG0000024_2,15,716.6,19173.685714285715,CF,0.2,0.8,0,CF191_TRINITY_DN109750_c1_g2_i16
40,OG0000024_3,5,636,14517,BCF,0.4,0.4,0.2,BalsamFir48973
41,OG0000025_0,5,484.8,13889.7,BCF,0.4,0.4,0.2,BalsamFir53210
42,OG0000025_1,4,436.5,12345.0,BCF,0.25,0.5,0.25,BalsamFir63327
43,OG0000025_2,12,417.5,7993.363636363636,BCF,0.0833333333333333,0.75,0.166666666666667,FraserFir112456
44,OG0000026_0,32,2379,0,BCF,0.375,0.53125,0.09375,BalsamFir324
45,OG0000027_0,32,494.34375,57.91028225806452,BCF,0.4375,0.34375,0.21875,BalsamFir31054
46,OG0000028_0,14,1255.92857142857,286560.84065934067,BCF,0.142857142857143,0.785714285714286,0.0714285714285714,BalsamFir7617
47,OG0000028_1,4,1366.5,291783.0,CF,0.5,0.5,0,FraserFir28001
48,OG0000028_2,2,2049,6498,BF,0.5,0,0.5,FraserFir24116
49,OG0000028_5,4,987,134052,CF,0.25,0.75,0,FraserFir57260
50,OG0000028_6,3,942,102141,CF,0.333333333333333,0.666666666666667,0,FraserFir14567
51,OG0000029_1,12,676,27331.090909090908,CF,0.25,0.75,0,CF190_TRINITY_DN120897_c0_g2_i7
52,OG0000029_2,7,537.428571428571,67537.28571428571,BCF,0.285714285714286,0.428571428571429,0.285714285714286,BalsamFir28570
53,OG0000029_3,4,621,72366,BCF,0.25,0.5,0.25,CF173_TRINITY_DN112919_c0_g1_i10
54,OG0000030_10,2,360,648,CF,0.5,0.5,0,FraserFir175362
55,OG0000030_3,5,456.6,12700.8,CF,0.4,0.6,0,FraserFir125943
56,OG0000030_4,3,416,3207,CF,0.666666666666667,0.333333333333333,0,FraserFir134654
57,OG0000030_5,3,409,6321,CF,0.666666666666667,0.333333333333333,0,FraserFir68344
58,OG0000030_8,4,360.75,650.25,CF,0.25,0.75,0,CF152_TRINITY_DN112580_c0_g1_i1
59,OG0000031_0,16,1174.3125,58088.3625,BCF,0.6875,0.1875,0.125,CF169_TRINITY_DN74879_c0_g1_i3
60,OG0000031_1,7,1047.42857142857,183670.2857142857,BF,0.714285714285714,0,0.285714285714286,FraserFir34001
61,OG0000031_2,4,1236,0,CF,0.5,0.5,0,CF153_TRINITY_DN113385_c0_g2_i1
62,OG0000032_0,30,357,0,BCF,0.3,0.466666666666667,0.233333333333333,BalsamFir20695
63,OG0000033_0,30,341.5,38.53448275862069,BCF,0.533333333333333,0.266666666666667,0.2,BalsamFir39119
