,ClustID,seqCount,avgLen,lenVariance,species,fraser,canaan,balsam,centroid
1,OG0000000_1,56,311.785714285714,2.571428571428571,BCF,0.392857142857143,0.267857142857143,0.339285714285714,BalsamFir40563
2,OG0000000_14,4,309,36,CF,0.75,0.25,0,FraserFir87376
3,OG0000000_2,11,312,0,BCF,0.363636363636364,0.272727272727273,0.363636363636364,BalsamFir40579
4,OG0000000_3,6,312,0,BCF,0.5,0.333333333333333,0.166666666666667,BalsamFir48958
5,OG0000000_4,10,312,0,BCF,0.3,0.4,0.3,BalsamFir49234
6,OG0000000_5,11,312,0,BCF,0.545454545454545,0.272727272727273,0.181818181818182,BalsamFir52599
7,OG0000000_6,4,312,0,BCF,0.5,0.25,0.25,BalsamFir59120
8,OG0000001_4,10,318.3,396.9,BCF,0.4,0.2,0.4,BalsamFir90388
9,OG0000001_5,9,314,36,BCF,0.777777777777778,0.111111111111111,0.111111111111111,FraserFir192878
10,OG0000001_7,3,312,0,BF,0.666666666666667,0,0.333333333333333,BalsamFir44068
11,OG0000002_1,5,499.2,38590.2,BCF,0.2,0.6,0.2,CF161_TRINITY_DN95188_c2_g2_i1
12,OG0000002_10,3,533,20469,CF,0.333333333333333,0.666666666666667,0,CF160_TRINITY_DN93737_c0_g1_i3
13,OG0000002_33,2,346.5,3280.5,CF,0.5,0.5,0,CF174_TRINITY_DN170281_c0_g1_i1
14,OG0000003_1,53,627,0,BCF,0.339622641509434,0.471698113207547,0.188679245283019,BalsamFir11025
15,OG0000004_0,5,435.6,3025.8,BCF,0.2,0.6,0.2,BalsamFir52517
16,OG0000004_1,3,436,1875,BF,0.333333333333333,0,0.666666666666667,BalsamFir55105
17,OG0000004_12,3,411,0,CF,0.666666666666667,0.333333333333333,0,CF178_TRINITY_DN83327_c0_g1_i2
18,OG0000004_2,19,412.894736842105,201.21052631578948,BCF,0.368421052631579,0.210526315789474,0.421052631578947,BalsamFir57186
19,OG0000004_7,5,405.6,145.79999999999998,BF,0.6,0,0.4,BalsamFir59163
20,OG0000005_1,14,546,0,BCF,0.428571428571429,0.214285714285714,0.357142857142857,BalsamFir10120
21,OG0000005_2,9,546,0,BCF,0.222222222222222,0.444444444444444,0.333333333333333,BalsamFir23088
22,OG0000005_3,6,546,0,BCF,0.333333333333333,0.5,0.166666666666667,BalsamFir28530
23,OG0000005_4,12,546,0,BCF,0.666666666666667,0.166666666666667,0.166666666666667,BalsamFir31433
24,OG0000006_3,7,693.857142857143,26411.142857142855,CF,0.142857142857143,0.857142857142857,0,CF190_TRINITY_DN120897_c0_g2_i7
25,OG0000006_4,10,804.9,24842.100000000002,CF,0.5,0.5,0,FraserFir60432
26,OG0000006_5,6,688,73672.8,BCF,0.166666666666667,0.666666666666667,0.166666666666667,BalsamFir28570
27,OG0000006_7,3,642,51471,BCF,0.333333333333333,0.333333333333333,0.333333333333333,CF173_TRINITY_DN112919_c0_g1_i10
28,OG0000007_0,45,453,0,BCF,0.311111111111111,0.511111111111111,0.177777777777778,BalsamFir10543
29,OG0000009_0,41,408,0,BCF,0.341463414634146,0.414634146341463,0.24390243902439,BalsamFir27415
