,ClustID,seqCount,avgLen,lenVariance,species,fraser,canaan,balsam,centroid
1,fir90_0,51,3058.17647058824,22210890.148235295,BCF,0.333333333333333,0.549019607843137,0.117647058823529,CF196_TRINITY_DN130054_c0_g1_i2
2,fir90_1,19,6387.78947368421,40168842.84210527,BCF,0.368421052631579,0.421052631578947,0.210526315789474,FraserFir7
3,fir90_10,31,2283.96774193548,8700368.032258064,BCF,0.0645161290322581,0.516129032258065,0.419354838709677,FraserFir51
4,fir90_100,9,4921.33333333333,5079838.75,BCF,0.222222222222222,0.555555555555556,0.222222222222222,BalsamFir151
5,fir90_1000,14,2166.21428571429,1447148.0274725275,BCF,0.285714285714286,0.5,0.214285714285714,CF153_TRINITY_DN115714_c0_g1_i2
6,fir90_100021,4,342.75,1976.25,CF,0.25,0.75,0,FraserFir158616
7,fir90_100028,2,360,3528,CF,0.5,0.5,0,FraserFir159262
8,fir90_10004,5,910.8,345193.2,CF,0.6,0.4,0,FraserFir40418
9,fir90_10007,16,592.3125,143450.3625,BCF,0.125,0.625,0.25,FraserFir45442
10,fir90_1001,13,1478.30769230769,1206088.7307692308,BCF,0.153846153846154,0.461538461538462,0.384615384615385,FraserFir4418
11,fir90_100101,2,370.5,1984.5,CF,0.5,0.5,0,FraserFir164800
12,fir90_100113,2,391.5,220.5,CF,0.5,0.5,0,FraserFir166087
13,fir90_10012,9,516.666666666667,143657.5,BCF,0.444444444444444,0.222222222222222,0.333333333333333,FraserFir51429
14,fir90_100122,4,399,6,BCF,0.5,0.25,0.25,FraserFir166154
15,fir90_100131,2,358.5,3784.5,BF,0.5,0,0.5,FraserFir166234
16,fir90_10015,5,1023.6,182287.8,BCF,0.4,0.4,0.2,FraserFir55089
17,fir90_100165,3,365,3189,BF,0.666666666666667,0,0.333333333333333,FraserFir166423
18,fir90_10017,5,772.8,321262.2,CF,0.6,0.4,0,FraserFir55243
19,fir90_10018,6,792,278294.4,BCF,0.666666666666667,0.166666666666667,0.166666666666667,FraserFir7617
20,fir90_1002,6,2974.5,837013.5,BCF,0.5,0.166666666666667,0.333333333333333,BalsamFir1565
21,fir90_10020,45,823.6,124215.79090909091,BCF,0.266666666666667,0.511111111111111,0.222222222222222,BalsamFir10050
22,fir90_10021,16,1297.5,74680.8,BCF,0.5625,0.3125,0.125,BalsamFir11576
23,fir90_10023,10,1217.4,165685.6,BCF,0.4,0.3,0.3,BalsamFir12772
24,fir90_10024,23,1108.95652173913,109258.04347826086,BCF,0.652173913043478,0.173913043478261,0.173913043478261,BalsamFir15021
25,fir90_10025,15,1069.4,83884.97142857143,BCF,0.466666666666667,0.333333333333333,0.2,BalsamFir15097
26,fir90_10026,11,1271.18181818182,176594.56363636363,BCF,0.272727272727273,0.545454545454545,0.181818181818182,BalsamFir15599
27,fir90_10027,8,1333.5,91630.28571428571,BCF,0.25,0.5,0.25,BalsamFir15846
28,fir90_100273,3,348,2412,BF,0.666666666666667,0,0.333333333333333,FraserFir166777
29,fir90_100275,2,376.5,1300.5,CF,0.5,0.5,0,FraserFir166780
30,fir90_100285,3,346,2676,CF,0.666666666666667,0.333333333333333,0,FraserFir166803
31,fir90_10029,12,930,296864.1818181818,BCF,0.5,0.25,0.25,BalsamFir17911
32,fir90_1003,15,2614.2,599555.3142857143,BCF,0.4,0.333333333333333,0.266666666666667,CF170_TRINITY_DN121732_c0_g1_i3
33,fir90_10030,13,1271.53846153846,147143.76923076922,BCF,0.153846153846154,0.692307692307692,0.153846153846154,BalsamFir18489
34,fir90_10031,9,1098,233462.25,BCF,0.444444444444444,0.222222222222222,0.333333333333333,BalsamFir19940
35,fir90_10032,4,1066.5,101031.0,BCF,0.25,0.5,0.25,BalsamFir20692
36,fir90_10035,8,1225.875,165237.26785714287,BCF,0.375,0.375,0.25,BalsamFir2326
37,fir90_10036,21,1102.85714285714,171882.42857142858,BCF,0.666666666666667,0.238095238095238,0.0952380952380952,BalsamFir3366
38,fir90_10037,7,1471.28571428571,8435.57142857143,BCF,0.285714285714286,0.285714285714286,0.428571428571429,BalsamFir5994
39,fir90_10038,6,1312.5,224653.5,BCF,0.5,0.166666666666667,0.333333333333333,BalsamFir7908
40,fir90_10040,22,1099.09090909091,177733.32467532466,BCF,0.272727272727273,0.409090909090909,0.318181818181818,CF152_TRINITY_DN119204_c0_g1_i2
41,fir90_10041,10,1081.2,168598.4,BCF,0.5,0.2,0.3,CF172_TRINITY_DN128973_c0_g1_i1
42,fir90_10042,8,1287,111695.14285714286,BCF,0.375,0.5,0.125,CF191_TRINITY_DN109315_c2_g1_i14
43,fir90_100427,2,352.5,4900.5,CF,0.5,0.5,0,FraserFir167309
44,fir90_10043,15,1395.6,16897.114285714288,BCF,0.333333333333333,0.533333333333333,0.133333333333333,CF196_TRINITY_DN129730_c0_g1_i17
45,fir90_100444,4,387,582,BCF,0.5,0.25,0.25,FraserFir167397
